item_code,asset_code,old_code,serial_code,model,brand,entry_date,assignment_date,condition,availability_status,notes
EQ-0579,28256870,463240,463240,463240,463240,2013-10-10,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0569,28256871,463250,463250,463250,MANHATTAN,2013-10-10,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0567,28256887,443778,443778,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0567,28256888,443779,443779,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0567,28256889,443780,443780,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0570,28256890,443836,443836,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0570,28256891,443837,443837,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0570,28256892,443838,443838,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0570,28256893,443839,443839,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0570,28256894,443840,443840,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0570,28256895,443841,443841,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0570,28256896,443842,443842,S/M,S/M,1989-06-28,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0580,28256898,446055,446055,S/M,S/M,1982-02-15,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0571,28256899,446219,446219,S/M,S/M,1991-12-09,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0571,28256900,446220,446220,S/M,S/M,1991-12-09,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0571,28256901,446221,446221,S/M,S/M,1991-12-09,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0572,28256902,446222,446222,S/M,S/M,1991-12-09,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0572,28256903,446223,446223,S/M,S/M,1991-12-09,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0572,28256904,446224,446224,S/M,S/M,1991-12-09,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0578,28257131,92399,92399,HC5010-C,HUNG CHANG,1989-12-19,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0577,28257138,92648,92648,2707AG,BKTOOLKIT,1995-01-13,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0576,28257140,92833,67310883,76,FLUKE,1997-04-21,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0574,28257152,102145,102145,102145,102145,1989-11-23,2019-06-13,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0649,28265993,92271,PUERTAS,92271,92271,1982-02-15,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28265994,92272,92272,92272,92272,1982-02-15,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0619,28265996,92318,92318,92318,92318,1984-11-06,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0648,28266000,92609,92609,92609,92609,1993-10-06,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0655,28266003,92840,92840,92840,92840,1997-05-21,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0659,28266004,92841,92841,92841,92841,1997-06-09,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0633,28266005,92885,92885,92885,92885,1997-12-08,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0651,28266006,93003,93003,93003,93003,2003-04-28,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28266007,93004,93004,93004,93004,2003-08-04,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0618,28266008,93006,93006,93006,93006,2003-08-04,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0640,28266144,99035,99035,99035,99035,1998-03-19,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0658,28266229,102042,102042,102042,102042,1989-06-23,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0657,28266230,102043,102043,102043,102043,1989-06-23,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0624,28266231,102141,102141,102141,102141,1989-11-23,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0632,28266234,102151,102151,102151,102151,1990-03-05,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0627,28266235,102172,102172,102172,102172,1999-07-19,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0646,28266236,102176,102176,102176,102176,2004-11-11,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0623,28266237,102177,102177,102177,102177,2004-11-11,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0631,28266238,102178,102178,102178,102178,2004-11-11,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0625,28266239,102179,102179,102179,102179,2004-11-11,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0650,28266272,103409,103409,103409,103409,1987-07-14,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0634,28266493,111687,111687,111687,111687,1990-03-22,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0620,28266709,245157,245157,245157,245157,2006-07-27,2019-06-18,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0712,28272488,,28272488,376152,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0713,28272490,,28272490,376154,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0643,28273219,,28273219,377307,,,,good,available,Inventario oficial 2026-06-09; asignación: nombre_oficial_exacto
EQ-0643,28273224,377312,377312,377312,377312,1988-10-05,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0644,28273245,377333,377333,377333,377333,1988-10-05,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0644,28273249,377337,377337,377337,377337,1988-10-05,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0647,28273275,377371,377371,377371,377371,1997-07-10,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0638,28276510,259750,259750,259750,259750,2007-06-25,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0639,28276512,259755,259755,259755,259755,2007-06-25,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0636,28276513,259756,259756,259756,259756,2007-06-25,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0635,28276514,259757,259757,259757,259757,2007-06-25,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0637,28276530,259892,259892,259892,259892,2007-06-25,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0645,28276726,262102,262102,262102,262102,1989-03-06,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0645,28276731,262107,262107,262107,262107,1989-03-06,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0625,28281599,443804,443804,443804,443804,2004-11-11,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0625,28281600,443805,443805,443805,443805,2004-11-11,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0658,28281608,443830,443830,443830,443830,1989-06-23,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0658,28281609,443831,443831,443831,443831,1989-06-23,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0658,28281610,443832,443832,443832,443832,1989-06-23,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0658,28281611,443833,443833,443833,443833,1989-06-23,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0658,28281612,443834,443834,443834,443834,1989-06-23,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0657,28281613,443835,443835,443835,443835,1989-06-23,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0626,28281883,446132,446132,446132,446132,1995-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281885,446230,446230,446230,446230,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281886,446231,446231,446231,446231,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281887,446232,446232,446232,446232,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281888,446233,446233,446233,446233,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281889,446234,446234,446234,446234,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281890,446235,446235,446235,446235,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281891,446236,446236,446236,446236,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0630,28281892,446237,446237,446237,446237,2003-08-04,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0642,28281893,446590,446590,446590,446590,1986-04-17,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0642,28281894,446592,446592,446592,446592,1986-04-17,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0642,28281895,446593,446593,446593,446593,1986-04-17,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0642,28281896,446594,446594,446594,446594,1986-04-17,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0655,28281897,446671,44667,44667,44667,1997-05-21,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0655,28281898,446672,446672,446672,446672,1997-05-21,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0655,28281899,446673,446673,446673,446673,1997-05-21,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281900,446674,446674,446674,446674,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281901,446675,446675,446675,446675,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281902,446676,446676,446676,446676,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281903,446677,446677,446677,446677,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281904,446678,446678,446678,446678,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281905,446679,446679,446679,446679,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281906,446680,446680,446680,446680,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281907,446681,446681,446681,446681,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281908,446682,446682,446682,446682,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281909,446683,446683,446683,446683,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281910,446684,446684,446684,446684,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281911,446685,446685,446685,446685,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0656,28281912,446686,446686,446686,446686,1982-02-15,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0659,28281913,446687,446687,446687,446687,1997-06-09,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0659,28281914,446688,446688,446688,446688,1997-06-09,2019-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
