item_code,asset_code,old_code,serial_code,model,brand,entry_date,assignment_date,condition,availability_status,notes
EQ-0362,28472119,102119,SIN.S/N 102119,102119,102119,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0362,28472120,102120,SIN.S/N 102120,102120,102120,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0362,28472121,102121,SIN.S/N 102121,102121,102121,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0361,28472122,102122,SIN.S/N 102122,EL-25,102122,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0427,28472123,102123,SIN.S/N 256,DKU,MES SWANDLER-BAU,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0445,28472124,102124,SIN.S/N 102124,KR,102124,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0374,28472125,102125,SIN.S/N 102125,OP,102125,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0366,28472126,102126,SIN.S/N 102126,102126,102126,1989-06-28,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0428,28472127,102129,SIN.S/N RUH8210,2--89,UNIWELD,1989-07-14,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0555,28472128,102130,SIN.S/N 102130,102130,SFEME,1989-07-14,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0520,28472129,102136,SIN.S/N 102136,ST-360,102136,1989-07-14,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0360,28472130,102137,SIN.S/N 102137,102137,102137,1989-11-09,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0593,28472131,102144,SIN.S/N 102144,102144,102144,1989-11-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0390,28472132,102146,SIN.S/N 45734,102146,ERDUNGMESSER,1989-11-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0423,28472133,102147,SIN.S/N 102147,102147,102147,1989-11-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0219,28472134,102159,SIN.S/N 75040 451,102159,WAGNER,1993-06-22,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0553,28472135,102163,SIN.S/N D214310,G-100-LT,DA-LITE,1994-03-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0356,28472136,102164,SIN.S/N 102164,102164,102164,1994-04-04,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0543,28472137,102173,SIN.S/N KYMI--0209215,TCO-1500ES,TEW,2004-03-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0595,28472138,102185,SIN.S/N 4470872,38GD75,EXTECH,2005-04-08,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0346,28472412,240233,SIN.S/N C-R7K52368,240233,SIEMENS,2006-03-22,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0368,28472454,241471,SIN.S/N 11B194E,NI ELVIS NATIONAL INSTRUMENTS,NATIONAL INSTRUMENTS,2006-05-02,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0359,28472455,241472,SIN.S/N B3EFE71,SCXI-1001,NATIONAL INSTRUMENTS,2006-05-02,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0480,28472492,243120,SIN.S/N XAU222-002851,243120,SIEMENS,2006-06-21,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0216,28472665,256068,SIN.S/N 5089402,256068,HAEFELY,2007-02-01,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0540,28472852,263275,SIN.S/N 708DTQZ00404,DS125,LG,2007-10-17,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0487,28472887,264775,SIN.S/N 12F2535,NI ELVIS,NATIONAL INSTRUMENTS,2007-11-22,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0483,28472889,264801,SIN.S/N 128DD30,NI ELVIS,NATIONAL INSTRUMENTS,2007-11-07,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0486,28472890,264802,SIN.S/N 12F2530,NI ELVIS,NATIONAL INSTRUMENTS,2007-11-07,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0485,28472891,264803,SIN.S/N 12AC8E9,NI ELVIS,NATIONAL INSTRUMENTS,2007-11-07,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0484,28472892,264804,SIN.S/N 12A5AE2,NI ELVIS,NATIONAL INSTRUMENTS,2007-11-07,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0524,28473027,268444,SIN.S/N 156563-03192008,NM-31OR5RM0,KOBOLD,2008-04-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0527,28473028,268445,SIN.S/N 13821651,268445,KOBOLD,2008-04-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0528,28473029,268446,SIN.S/N 203240,MP2000,KOBOLD,2008-04-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0389,28473030,268447,SIN.S/N 209375,268447,KOBOLD,2008-04-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0597,28473032,268449,SIN.S/N V242153,268449,KOBOLD,2008-04-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0322,28473395,279916,SIN.S/N C021530,DPO4104,TEKTRONIX,2009-03-10,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0493,28473396,279917,SIN.S/N C022325,AFG3102,TEKTRONICS,2009-03-10,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0488,28473613,285291,SIN.S/N 285291,285291,285291,2009-09-23,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0541,28473869,289859,SIN.S/N M4SF9Y8485L,H309A,EPSON,2010-02-22,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
