source_row,asset_code,name,model
696,27970916,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306652
697,27970919,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306655
698,27970921,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306657
699,27970922,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306658
700,27970923,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306659
701,27970925,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,336661
702,27970934,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306670
703,27970935,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306671
704,27970940,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306676
705,27970945,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306681
706,27971023,MODULO RECTANGULAR CON PEDESTALES METALICOS TUBULARES CON REGULADORES DE PISO DE: 70 CM X 50 CM X 72 CM DE ALTO,306774
707,27971028,MODULO RECTANGULAR CON PEDESTALES METALICOS TUBULARES CON REGULADORES DE PISO DE: 70 CM X 50 CM X 72 CM DE ALTO,306779
708,27971031,MODULO RECTANGULAR CON PEDESTALES METALICOS TUBULARES CON REGULADORES DE PISO DE: 70 CM X 50 CM X 72 CM DE ALTO,306782
709,27971032,MODULO RECTANGULAR CON PEDESTALES METALICOS TUBULARES CON REGULADORES DE PISO DE: 70 CM X 50 CM X 72 CM DE ALTO,306783
710,27978041,BOBINA PARA PRUEBA PARA EL FLUXOMETRO-TYPE 1,445877
711,27978165,CAUTIN ELECTRICO MANGO DE MADERA 30W 110V.,451732
712,27978439,CAUTIN WELLER 100/140W,453462
713,27978561,SOPLADOR DE HOJAS Y ASPIRADORA,463249
714,27978584,CABLE DE MEDICION COAXIAL MODELO VKD 75 5 M.,S/M
715,28162059,JUEGO DE LLAVES EXAGONALES MILLERS,92215
716,28256855,MULTIMETRO DIGITAL HUNG CHANG MODELO HC5010-C,HC5010-C
717,28256870,HERRAMIENTAS DE USO ESPECIALIZADO/MULTIPROBADOR/PROBADOR INTELLINET GENERADOR DE TONO,463240
718,28256871,MALETA DE HERRAMIENTAS MANHATTAN PARA REDES LAN DE ALUMINIO (19 PIEZAS),463250
719,28256887,CABLE DE MEDICION COAXIAL MODELO VKD 75 5 M.,S/M
720,28256888,CABLE DE MEDICION COAXIAL MODELO VKD 75 5 M.,S/M
721,28256889,CABLE DE MEDICION COAXIAL MODELO VKD 75 5 M.,S/M
722,28256890,TUBO DISTANCIADOR MODELO D,S/M
723,28256891,TUBO DISTANCIADOR MODELO D,S/M
724,28256892,TUBO DISTANCIADOR MODELO D,S/M
725,28256893,TUBO DISTANCIADOR MODELO D,S/M
726,28256894,TUBO DISTANCIADOR MODELO D,S/M
727,28256895,TUBO DISTANCIADOR MODELO D,S/M
728,28256896,TUBO DISTANCIADOR MODELO D,S/M
729,28256898,HERRAMIENTAS MENORES/CONDENSADOR/CONDENSADOR AJUSTABLE MONOFASICO-TRIFASICO-DL-2021,S/M
730,28256899,LAMPARA DE SENALIZACION COLOR ROJO 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
731,28256900,LAMPARA DE SENALIZACION COLOR ROJO 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
732,28256901,LAMPARA DE SENALIZACION COLOR ROJO 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
733,28256902,LAMPARA DE SENALIZACION COLOR VERDE 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
734,28256903,LAMPARA DE SENALIZACION COLOR VERDE 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
735,28256904,LAMPARA DE SENALIZACION COLOR VERDE 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
736,28257131,MULTIMETRO DIGITAL HUNG CHANG MODELO HC5010-C,HC5010-C
737,28257138,MULTIMETRO DIGITAL DE 3-1/2 DIGITOS RANGOS DE VOLTAJE 1000 VDC 750 VAC CORRIENTE 10 A AC/DC RESISTENCIA DE 200 MARCA BKTOOLKIT MODELO 2707 SERIE NO.263000846,2707AG
738,28257140,MULTIMETRO DIGITAL AUTORANGO FRECUENCIA 20 KHZ MARCA FLUKE MODELO 76 SERIE 67310883,76
739,28257152,MEGAHOMETRO DE MANIVELA PARA 5000V GOSSEN TIPO JK5000N Y CAB,102145
740,28265993,MUEBLES DE OFICINA/VITRINA/MIXTO/VITRINA METALICA-DE 4 PUERTAS,92271
741,28265994,TABURETE DE HIERRO,92272
742,28265996,ESCRITORIO ESTRUCTURA DE HIERRO TABLERO DE MADERA FORRADO CON COROSIL NEGRO TIPO SECRETARIA,92318
743,28266000,VITRINA ESTRUCTURA DE CEDRO Y DIVISIONES DE PLYWOOD DE 15 MM.DE:109.5X34.6X201 CM.SEIS ESPACIOS UNA PUERTA DOBLE HOJA CON VIDRIO EN LA PARTE SUPERIOR UNA PUERTA DE MADERA DOBLE HIJA EN LA PARTE BAJA,92609
744,28266003,TABURETE ARMAZON DE HIERRO,92840
745,28266004,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,92841
746,28266005,MODULO PARA COMPUTADOR ESTRUCTURA DE TUBO CUADRADO DE 3/4 X 1-1/2 TABLERO DE MADERA CONTRACHAPADA DE 15MM CON UNA GAVETA TABLERO PARA TECLADO Y TABLERO INTERMEDIO PARA PAPEL DE:120 CM X 70 CM X 71.5 CM DE ALTO,92885
747,28266006,MUEBLES DE USO EDUCATIVO Y ESCOLAR/PIZARRON/DE TIZA LIQUIDA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA MARCO DE ALUMINIO CON PORTATIZAS DE 3M X 1.225M,93003
748,28266007,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,93004
749,28266008,ESCRITORIO DE TABLERO FORMICADO COLOR GRIS CON TABLERO PARA TECLADO PASACABLES DE: 125CM X 61CM X 75CM,93006
750,28266144,MUEBLES DE OFICINA/MODULAR/MADERA/MUEBLE ESTRUCTURA DE MADERA DE CEDRO CON TABLERO DE 12 MM Y TRASTAPAS DE 4 MM DE MADERA CONTRACHAPADA CON 16 GAVETAS CON DIVISIONES INTERNAS DE 61.8 CM X 119.8 CM X 101 CM DE ALTO,99035
751,28266229,TABURETE ESTRUCTURA DE TUBO CUADRADO DE 1 ASIENTO DE MADERA DE 32 CM.DE DIAMETRO 61 CM.DE ALTO,102042
752,28266230,TABURETE GIRATORIO ESTRUCTURA DE TUBO CUADRADO CON PERNO 60 CM.DE ALTO,102043
753,28266231,MUEBLES DE OFICINA/ESTANTERIA/MADERA/ESTANTE DE MADERA CONTRACHAPADA DE DOS CUERPOS 184 CM.ALTO 177CM X 55CM,102141
754,28266234,MUEBLES DE OFICINA/MESA DE TRABAJO/MADERA/MESA DE MADERA DE PINO LACADO AL NATURAL DE:150X80X75 CM.,102151
755,28266235,MUEBLES DE OFICINA/FRANELOGRAFO/FRANELOGRAFO EN MADERA CONTRACHAPADA DE 9 MM. FORRADO CON PANO COLOR VERDE DE:150X80 CM.,102172
756,28266236,MUEBLES DE OFICINA/SILLON/GIRATORIO/SILLON EJECUTIVO ESPALDAR BAJO ESTRUCTURA METALICA Y PLASTICA ASIENTO Y ESPALDAR TAPIZADO EN YUTE NEGRO SISTEMA A GAS 5 RUEDAS GARRUCHAS,102176
757,28266237,MUEBLES DE OFICINA/ESTACION DE TRABAJO/MIXTO/ESTACION DE TRABAJO TABLERO MELAMINICO COLOR GRIS DE: 18OCM X 170CM TABLERO CORREDIZO PARA TECLADO 2 GAVETAS Y ARCHIVADOR,102177
758,28266238,MUEBLES DE OFICINA/MESA DE REUNION/MELAMINICO/MESA DE REUNIONES TABLERO MELAMINICO COLOR GRIS DE 160CM X 90CM,102178
759,28266239,ESTANTE MELAMINICO 3 ESPACIOS CON PUERTA EN LA PARTE INFERIOR DE: 198CM X 90CM X 40CM,102179
760,28266272,MUEBLES DE USO EDUCATIVO Y ESCOLAR/PIZARRON/DE TIZA LIQUIDA/PIZARRON PARA TIZA LIQUIDA FILO DE ALUMINIO DE:123X481 CM.(2 TRAMOS),103409
761,28266493,MUEBLES DE OFICINA/MESA RECTANGULAR/MADERA/MESA DE MADERA DE CEDRO DOBLE TABLERO.80 X 50 X 68CM.,111687
762,28266709,ESCRITORIO ESTRUCTURA DE TUBO CUADRADO DE 1 TABLERO DE MADERA FORRADO CON COROSIL NEGRO DE: 119X59X66 CM.,245157
763,28272488,SILLA ESTRUCTURA DE TUBO CUADRADO DE 1 CON ASIENTO Y ESPALDAR DE MADERA CONTRACHAPADA DE 15MM.TAPIZADO CON EXPANDIBLE NEGRO,376152
764,28272490,SILLA ESTRUCTURA DE TUBO CUADRADO DE 1 CON ASIENTO Y ESPALDAR DE MADERA CONTRACHAPADA DE 15MM.TAPIZADO CON EXPANDIBLE NEGRO,376154
765,28273219,SILLA DE CONFERENCIA ALTA REF.S 313,377307
766,28273224,SILLA DE CONFERENCIA ALTA REF.S 313,377312
767,28273245,SILLA ESTRUCTURA DE HIERRO TABLERO Y ASIENTO FORRADO CON COROSIL,377333
768,28273249,SILLA ESTRUCTURA DE HIERRO TABLERO Y ASIENTO FORRADO CON COROSIL,377337
769,28273275,MUEBLES DE OFICINA/SILLON/GIRATORIO/SILLON GIRATORIO DE ESTRUCTURA METALICA Y PLASTICO CON CODERAS ASIENTO Y ESPALDAR FORRADO CON DAMASCO NEGRO SISTEMA A GAS Y 5 RUEDAS GARRUCHAS,377371
770,28276510,MESA ESTRUCTURA DE HIERRO CON TABLERO DE MADERA FORRADA CON FORMICA DE:288X72X75 CM.,259750
771,28276512,MESA ESTRUCTURA DE HIERRO CON TABLERO DE MADERA FORRADA CON FORMICA DE:302X72X75 CM.,259755
772,28276513,MESA ESTRUCTURA DE HIERRO CON TABLERO DE MADERA FORRADA CON FORMICA DE:256X72X75 CM.,259756
773,28276514,MESA ESTRUCTURA DE HIERRO CON TABLERO DE MADERA FORRADA CON FORMICA DE:246X72X75 CM.,259757
774,28276530,MESA ESTRUCTURA DE HIERRO CON TABLERO DE MADERA FORRADA CON FORMICA DE:285X72X75 CM.,259892
775,28276726,SILLA ESTRUCTURA DE TUBO CUADRADO ASIENTO Y ESPALDAR FORRADO CON COROSIL COLOR NEGRO,262102
776,28276731,SILLA ESTRUCTURA DE TUBO CUADRADO ASIENTO Y ESPALDAR FORRADO CON COROSIL COLOR NEGRO,262107
777,28281599,ESTANTE MELAMINICO 3 ESPACIOS CON PUERTA EN LA PARTE INFERIOR DE: 198CM X 90CM X 40CM,443804
778,28281600,ESTANTE MELAMINICO 3 ESPACIOS CON PUERTA EN LA PARTE INFERIOR DE: 198CM X 90CM X 40CM,443805
779,28281608,TABURETE ESTRUCTURA DE TUBO CUADRADO DE 1 ASIENTO DE MADERA DE 32 CM.DE DIAMETRO 61 CM.DE ALTO,443830
780,28281609,TABURETE ESTRUCTURA DE TUBO CUADRADO DE 1 ASIENTO DE MADERA DE 32 CM.DE DIAMETRO 61 CM.DE ALTO,443831
781,28281610,TABURETE ESTRUCTURA DE TUBO CUADRADO DE 1 ASIENTO DE MADERA DE 32 CM.DE DIAMETRO 61 CM.DE ALTO,443832
782,28281611,TABURETE ESTRUCTURA DE TUBO CUADRADO DE 1 ASIENTO DE MADERA DE 32 CM.DE DIAMETRO 61 CM.DE ALTO,443833
783,28281612,TABURETE ESTRUCTURA DE TUBO CUADRADO DE 1 ASIENTO DE MADERA DE 32 CM.DE DIAMETRO 61 CM.DE ALTO,443834
784,28281613,TABURETE GIRATORIO ESTRUCTURA DE TUBO CUADRADO CON PERNO 60 CM.DE ALTO,443835
785,28281883,MUEBLES DE OFICINA/ESTANTERIA/MIXTO/ESTANTE DE TABLERO AGLOMERADO FORRADO CON MELAMINE DOCE ESPACIOS CON CUATRO PUERTAS CORREDIZAS DE VIDRIO DE 200X222X43 CM.,446132
786,28281885,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446230
787,28281886,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446231
788,28281887,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446232
789,28281888,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446233
790,28281889,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446234
791,28281890,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446235
792,28281891,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446236
793,28281892,MESAS ESPECIALES PARA COMPUTADORA TABLERO FORMICADO COLOR GRIS CON 2 TABLEROS PARA TECLADO 2 BASES DE C.P.U. 3 PASACABLES DE 230 CM X 60CM X 74CM,446237
794,28281893,SILLA ARMAZON METALICO ASIENTO Y ESPALDAR DE MADERA COROSIL NEGRO,446590
795,28281894,SILLA ARMAZON METALICO ASIENTO Y ESPALDAR DE MADERA COROSIL NEGRO,446592
796,28281895,SILLA ARMAZON METALICO ASIENTO Y ESPALDAR DE MADERA COROSIL NEGRO,446593
797,28281896,SILLA ARMAZON METALICO ASIENTO Y ESPALDAR DE MADERA COROSIL NEGRO,446594
798,28281897,TABURETE ARMAZON DE HIERRO,44667
799,28281898,TABURETE ARMAZON DE HIERRO,446672
800,28281899,TABURETE ARMAZON DE HIERRO,446673
801,28281900,TABURETE DE HIERRO,446674
802,28281901,TABURETE DE HIERRO,446675
803,28281902,TABURETE DE HIERRO,446676
804,28281903,TABURETE DE HIERRO,446677
805,28281904,TABURETE DE HIERRO,446678
806,28281905,TABURETE DE HIERRO,446679
807,28281906,TABURETE DE HIERRO,446680
808,28281907,TABURETE DE HIERRO,446681
809,28281908,TABURETE DE HIERRO,446682
810,28281909,TABURETE DE HIERRO,446683
811,28281910,TABURETE DE HIERRO,446684
812,28281911,TABURETE DE HIERRO,446685
813,28281912,TABURETE DE HIERRO,446686
814,28281913,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446687
815,28281914,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446688
816,28281915,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446689
817,28281916,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446690
818,28281917,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446691
819,28281918,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446692
820,28281919,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446693
821,28281920,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446694
822,28281921,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446695
823,28281922,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446696
824,28281923,TABURETES ESTRUCTURA DE TUBO REDONDO GALVANIZADO DE 1/2 CONASIENTO DE CEDRO DE 25.5 CM DE DIAMETRO Y 66 CM DE ALT0,446697
825,28281924,VITRINA ESTRUCTURA DE CEDRO Y DIVISIONES DE PLYWOOD DE 15 MM.DE:109.5X34.6X201 CM.SEIS ESPACIOS UNA PUERTA DOBLE HOJA CON VIDRIO EN LA PARTE SUPERIOR UNA PUERTA DE MADERA DOBLE HIJA EN LA PARTE BAJA,447187
826,28281925,VITRINA ESTRUCTURA DE CEDRO Y DIVISIONES DE PLYWOOD DE 15 MM.DE:109.5X34.6X201 CM.SEIS ESPACIOS UNA PUERTA DOBLE HOJA CON VIDRIO EN LA PARTE SUPERIOR UNA PUERTA DE MADERA DOBLE HIJA EN LA PARTE BAJA,447188
827,28283003,MUEBLES DE OFICINA/ESTACION DE TRABAJO/MIXTO/ESTACION DE TRABAJO DE 150X150X60CM CON PEDESTALES TUBULARES FALDON Y CAJONERA METALICA DE DOS GAVETAS Y UN ARCHIVO CON SEGURIDAD SUPERFICIE DE MADERA DE 25MM CON SISTEMA PASACABLES Y PORTATECLADO CORREDIZO 19,462785
828,28283314,MUEBLES DE OFICINA/LAMPARA/DE EXTERIORES/LAMPARA DE SENALIZACION COLOR VERDE 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
829,28283315,MUEBLES DE OFICINA/LAMPARA/DE EXTERIORES/LAMPARA DE SENALIZACION COLOR ROJO 120V.CON CAJA METALICA DE:10X8X7 CM.CON DOS BORNES DE CONEXION.,S/M
830,28285454,MESA ESTRUCTURA METALICA TABLERO DE FORMICA DE:120X60 CM.,283337
831,28285455,MESA ESTRUCTURA METALICA TABLERO DE FORMICA DE:120X60 CM.,283338
832,28285460,MESA ESTRUCTURA METALICA TABLERO DE FORMICA DE:120X60 CM.,283343
833,28285469,MESA ESTRUCTURA METALICA TABLERO DE FORMICA DE:120X60 CM.,283352
834,28285475,MESA ESTRUCTURA METALICA TABLERO DE FORMICA DE:120X60 CM.,283358
835,28285476,MESA ESTRUCTURA METALICA TABLERO DE FORMICA DE:120X60 CM.,283359
836,28285560,MUEBLES DE OFICINA/MODULAR/MADERA/MUEBLE ESTRUCTURA DE MADERA DE CEDRO FORRADO CON TABLEROS DE MADERA CONTRACHAPADA DE:206CM. DE LARGO X 176CM. DE ALTO X 40CM. DE FONDO CON 16 CASILLEROS,285480
837,28286565,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 1,356034
838,28286566,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 2,356035
839,28286567,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 3,356036
840,28286568,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 4,356037
841,28286569,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 5,356038
842,28286570,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 6,356039
843,28286571,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 7,356040
844,28286572,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 8,356041
845,28286573,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 9,356042
846,28286574,BIBLIOTECA DE 5 ESPACIOS DE 90CM DE LONGITUD X 60CM DE FONDO Y 210CM DE ALTO CON DOS PUERTAS DE MELAMINA Y 2 PUERTAS DE VIDRIO CON SEGURIDAD 10,356043
847,28290676,SILLA ARMAZON METALICO ASIENTO Y ESPALDAR DE MADERA COROSIL NEGRO,446591
848,28297298,MUEBLES DE OFICINA/ARCHIVADOR/METAL/ARCHIVADOR METALICO DE 4 GAVETAS CON LLAVE TRAMPA (ARCHIVO),76753
849,28470716,PROYECTOR DE DATOS Y VIDEOS INFOCUS X2- SERIE AMMC43501482- CONTROL REMOTO- EN MALETIN NEGRO DE NYLON,X2
850,28471346,MODULO DE SWITCHE DE PALANCA SELECTORA C/W.2 SWITCHE SELECTORES Y 2 PALANCAS DE SWITCHE 120V.AC/DC 28-602,92219
851,28471347,POLOS 3 UNIDADES-10 MODULOS DE INTERRUPTOR AUTOMATICO A-AC/DC.LUZ PILOTO C/W-28-605,28-605
852,28471348,MODULO DE SOBRECARGA AC/DC 28-613,92221
853,28471349,MODULO DE TIEMPO DEFINIDO DE RELE RETARDADOR C/W.2 RELES DE TIEMPOS RETARDADOR 120V.-AC/DC 28-619,92222
854,28471350,TAMBOR DE MODULO CONTROLADOR 28-620,92223
855,28471351,MODULO RELE DC C/W 2 DPDT RELES 120 V-DC 28-630,92224
856,28471352,MODULO CONTACTOR DC-C/W5NC Y MC-CONTACTOS DE 120V.DC-28-631,92225
857,28471353,MODULO RELE CEMF.120V-CONTACTO DC.28-632,92226
858,28471354,MODULO DE RELE DE FALLA DE CAMPO DE DERIVACION 28-633,92227
859,28471355,MODULO CONTACTOR MAGNETICO AC-120V-ACC/W4N0Y4 NC CONTACTORES,92228
860,28471356,MODULO RELE AC C/W RELE-DMDT 120V AC 28-662,92229
861,28471357,MODULO RELE DE TIEMPO AJUSTABLE C/W CONTACTOR DPDT.BOBINA 28-663,92230
862,28471358,MODULO CRONOGRAFO RECICULAR 120 AC C/W NO-NC-CONTACTOS 28-664,92231
863,28471359,MODULO MOTOR SINCRONICO N.28-100,92233
864,28471360,MODULO DE MOTOR DEVANADO-DE ARDILLA 28-105,92234
865,28471361,MODULO DE MOTOR DE FASE PARTIDA N.28-125,92235
866,28471362,MODULO DE MOTOR DE ARRANQUE POR CAPACITOR.NO.28-130,92236
867,28471363,MODULO DE MOTOR DE FASE PARTIDA PERMANENTE N.28-135,92237
868,28471364,MODULO DE MOTOR UNIVERSAL N.28-140,92238
869,28471365,MOTOR GENERADOR DE CD.N.28-150,92239
870,28471366,TACOMETRO 0-2.500 RPM NO.28-200,92240
871,28471367,TACOMETRO 0-8.000 RPM NO.28-201,92241
872,28471368,MODULO FRENO PRONY DE LA CORRIENTE EDDY.NO.28-205,92242
873,28471369,MEDIDOR MODULO CA NO.28-284,92257
874,28471372,MODULO ALTERNADOR SINCRONICO.28-101,92274
875,28471373,MODULOS OTOR ALTERNADOR SINCRONICOS.28-102,92275
876,28471374,MODULO MOTOR DE ROTOR DEVANADO 28-110,92276
877,28471375,MODULO RELE DC C/W 2 DPDT RELES 120V-DC NO.28-630,92279
878,28471376,BANCO DE PRUEBAS PARA ALTERNADORES Y MOTORES DC DL 2011 Y,DL2011
879,28471377,BANCO DE PRUEBA PARA MOTOR DC Y JG.DE GENERADOR DC DL 2012,92283
880,28471378,BANCO DE PRUEBA PARA MOTORES DE INDUCCION CON MEDIDA TORQUE,92284
881,28471379,BANCO DE PRUBA PARA TRANSFORMADORES COMPLET.1TURRET-1TRANSFO,DL2080
882,28471381,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/SEÑALADOR O INDICADOR/INDICADOR DE SECUENCIA DE FASE-SL100SF,803123
883,28471384,TRANSFORMADOR MONOFASICO DE AIRE REFRIGERADO-2093,92298
884,28471385,UNIDAD DE PRUEBA DE MAQUINA ROTANTE ELECTRICO 3G-3M-DL-2007,92301
885,28471390,EQUIPOS DE LABORATORIO; CIENCIA; OBSERVACION Y COMPROBACION/GENERADOR DE FUNCIONES/GENERADOR DE FUNCIONES HUNG CHANG.HC-G205.SERIE NO.G01599,HC-G205
886,28471394,CONTACTOR 6A-220V.CON BOBINA DE 120V.3 CONTACTORES NA Y 3NC-CON CAJA METALICA DE:12X10X14 CM.18 BORNES CONEXION EXTERNA.,92455
887,28471395,MAQUINARIA Y EQUIPO PARA LA CONSTRUCCION; INDUSTRIA Y MINERIA/FOTOTACOMETRO/OPTOTACOMETRO DIGITAL TACHO-MODELO DT-2234A-SERIE NO.L 092914-EN ESTRUCHE DE PLASTICO COLOR NEGRO.,DT-2234A
888,28471396,EQUIPO ELECTRONICO DIDACTICO PARA EL CONTROL DE VELOCIDAD DE UN MOTOR DE INDUCCION BASADO EN EL SISTEMA RECUPERADOR DE ENERGIA DE DESLIZAMIENTO-COMPUESTO DE 9 MODULOS,92615
889,28471398,TACOMETRO DIGITAL HASTA 20000 RPM-MARCA EXTECH-SERIE NO.302681 INCLUYE ESTUCHE PLASTICO,92649
890,28471399,TACOMETRO DIGITAL HASTA 20000 RPM-MARCA EXTECH-SERIE NO.302672 INCLUYE ESTUCHE PLASTICO.,92650
891,28471401,"EQUIPOS DE PRENSA, RADIO Y TELEVISION/RADIO BASE DE COMUNICACION/RADIO MOTOROLA MODELO M336MC20D2AA SERIE NO.159TUE6284",M336MC20D2AA
